model,decision,threshold,first_step_q1,first_step_median,first_step_mean,first_step_q3,reached_fraction,not_reached_fraction
80,8,16,5.0,5.0,5.3061224489795915,6.0,0.8032786885245902,0.19672131147540983
80,9,18,6.0,7.0,6.818181818181818,7.0,0.7213114754098361,0.2786885245901639
80,10,19,,,,,0.0,1.0
81,1,3,1.0,1.0,1.0,1.0,1.0,0.0
81,2,5,1.0,1.0,1.1724137931034482,1.0,0.9666666666666667,0.033333333333333326
81,3,6,1.0,2.0,1.5172413793103448,2.0,0.9666666666666667,0.033333333333333326
81,4,10,2.0,2.0,2.3703703703703702,3.0,0.9,0.09999999999999998
81,5,12,3.0,3.0,2.9814814814814814,3.0,0.9,0.09999999999999998
81,6,14,3.0,3.0,3.7115384615384617,4.0,0.8666666666666667,0.1333333333333333
81,7,16,4.0,4.0,4.6,5.0,0.8333333333333334,0.16666666666666663
81,8,17,4.0,5.0,5.244897959183674,6.0,0.8166666666666667,0.18333333333333335
81,9,18,5.0,6.0,5.916666666666667,7.0,0.8,0.19999999999999996
81,10,19,,,,,0.0,1.0
82,1,3,1.0,1.0,1.0,1.0,1.0,0.0
82,2,6,1.0,2.0,1.6119402985074627,2.0,0.9852941176470589,0.014705882352941124
82,3,8,2.0,2.0,2.123076923076923,2.0,0.9558823529411765,0.044117647058823484
82,4,12,3.0,3.0,3.046875,3.0,0.9411764705882353,0.05882352941176472
82,5,13,3.0,3.0,3.492063492063492,4.0,0.9264705882352942,0.07352941176470584
82,6,14,3.0,4.0,3.873015873015873,4.5,0.9264705882352942,0.07352941176470584
82,7,16,4.0,5.0,4.709677419354839,5.0,0.9117647058823529,0.08823529411764708
82,8,17,4.0,5.0,5.290322580645161,6.0,0.9117647058823529,0.08823529411764708
82,9,18,5.0,6.0,5.918032786885246,7.0,0.8970588235294118,0.1029411764705882
82,10,19,,,,,0.0,1.0
83,1,3,1.0,1.0,1.0,1.0,1.0,0.0
83,2,6,1.0,1.0,1.4615384615384615,2.0,0.9848484848484849,0.015151515151515138
83,3,9,2.0,2.0,2.1746031746031744,2.0,0.9545454545454546,0.045454545454545414
83,4,12,3.0,3.0,2.8688524590163933,3.0,0.9242424242424242,0.0757575757575758
83,5,13,3.0,3.0,3.206896551724138,3.0,0.8787878787878788,0.12121212121212122
83,6,14,3.0,3.0,3.413793103448276,4.0,0.8787878787878788,0.12121212121212122
83,7,16,4.0,4.0,4.157894736842105,5.0,0.8636363636363636,0.13636363636363635
83,8,17,4.0,5.0,4.578947368421052,5.0,0.8636363636363636,0.13636363636363635
83,9,18,5.0,5.0,5.25,6.0,0.8484848484848485,0.1515151515151515
83,10,19,,,,,0.0,1.0
84,1,3,1.0,1.0,1.0,1.0,1.0,0.0
84,2,5,1.0,1.0,1.15625,1.0,0.9696969696969697,0.030303030303030276
84,3,9,2.0,2.0,2.1774193548387095,2.0,0.9393939393939394,0.06060606060606055
84,4,11,2.0,2.0,2.533333333333333,3.0,0.9090909090909091,0.09090909090909094
84,5,13,3.0,3.0,3.2586206896551726,3.75,0.8787878787878788,0.12121212121212122
84,6,14,3.0,3.0,3.4655172413793105,4.0,0.8787878787878788,0.12121212121212122
84,7,15,3.0,4.0,3.719298245614035,4.0,0.8636363636363636,0.13636363636363635
84,8,17,4.0,5.0,4.660714285714286,5.0,0.8484848484848485,0.1515151515151515
84,9,18,4.0,5.0,5.185185185185185,6.0,0.8181818181818182,0.18181818181818177
84,10,19,,,,,0.0,1.0
85,1,3,1.0,1.0,1.0,1.0,1.0,0.0
85,2,6,1.0,2.0,1.5217391304347827,2.0,0.971830985915493,0.028169014084507005
85,3,8,2.0,2.0,2.0757575757575757,2.0,0.9295774647887324,0.07042253521126762
85,4,9,2.0,2.0,2.257575757575758,2.75,0.9295774647887324,0.07042253521126762
85,5,12,3.0,3.0,2.9682539682539684,3.0,0.8873239436619719,0.11267605633802813
85,6,14,3.0,4.0,3.6666666666666665,4.0,0.8450704225352113,0.15492957746478875
85,7,15,3.0,4.0,4.083333333333333,5.0,0.8450704225352113,0.15492957746478875
85,8,16,4.0,5.0,4.672413793103448,5.0,0.8169014084507042,0.18309859154929575
85,9,18,5.0,5.5,5.714285714285714,7.0,0.7887323943661971,0.21126760563380287
85,10,19,,,,,0.0,1.0
86,1,3,1.0,1.0,1.0,1.0,1.0,0.0
86,2,5,1.0,1.0,1.1578947368421053,1.0,0.9661016949152542,0.03389830508474578
86,3,6,1.0,2.0,1.5263157894736843,2.0,0.9661016949152542,0.03389830508474578
86,4,10,2.0,2.0,2.4615384615384617,3.0,0.8813559322033898,0.11864406779661019
86,5,12,3.0,3.0,3.0384615384615383,3.0,0.8813559322033898,0.11864406779661019
86,6,13,3.0,3.0,3.3191489361702127,4.0,0.7966101694915254,0.2033898305084746
86,7,16,4.0,5.0,4.636363636363637,5.0,0.7457627118644068,0.2542372881355932
86,8,17,5.0,5.0,5.3023255813953485,6.0,0.7288135593220338,0.27118644067796616
86,9,18,5.0,6.0,5.9523809523809526,6.75,0.711864406779661,0.288135593220339
86,10,19,,,,,0.0,1.0
87,1,3,1.0,1.0,1.0,1.0,1.0,0.0
87,2,6,1.0,2.0,1.578125,2.0,0.9846153846153847,0.01538461538461533
87,3,8,2.0,2.0,2.1129032258064515,2.0,0.9538461538461539,0.0461538461538461
87,4,10,2.0,2.0,2.5084745762711864,3.0,0.9076923076923077,0.09230769230769231
87,5,12,3.0,3.0,3.0847457627118646,3.0,0.9076923076923077,0.09230769230769231
87,6,13,3.0,3.0,3.4642857142857144,4.0,0.8615384615384616,0.1384615384615384
87,7,16,4.0,5.0,4.830188679245283,5.0,0.8153846153846154,0.18461538461538463
87,8,17,4.0,5.0,5.403846153846154,6.0,0.8,0.19999999999999996
87,9,18,5.0,6.0,5.94,7.0,0.7692307692307693,0.23076923076923073
87,10,19,,,,,0.0,1.0
88,1,3,1.0,1.0,1.0,1.0,1.0,0.0
88,2,5,1.0,1.0,1.1578947368421053,1.0,0.9743589743589743,0.02564102564102566
88,3,9,2.0,2.0,2.189189189189189,2.0,0.9487179487179487,0.05128205128205132
88,4,10,2.0,2.0,2.3698630136986303,3.0,0.9358974358974359,0.0641025641025641
88,5,13,3.0,3.0,3.3380281690140845,4.0,0.9102564102564102,0.08974358974358976
88,6,14,3.0,4.0,3.6619718309859155,4.0,0.9102564102564102,0.08974358974358976
88,7,15,3.5,4.0,4.070422535211268,5.0,0.9102564102564102,0.08974358974358976
88,8,17,4.0,5.0,5.044776119402985,6.0,0.8589743589743589,0.14102564102564108
88,9,18,5.0,6.0,5.634920634920635,6.0,0.8076923076923077,0.1923076923076923
88,10,19,,,,,0.0,1.0
89,1,3,1.0,1.0,1.0,1.0,1.0,0.0
89,2,6,1.0,1.0,1.463768115942029,2.0,0.9857142857142858,0.014285714285714235
89,3,9,2.0,2.0,2.1470588235294117,2.0,0.9714285714285714,0.02857142857142858
89,4,10,2.0,2.0,2.283582089552239,3.0,0.9571428571428572,0.042857142857142816
89,5,12,3.0,3.0,2.91044776119403,3.0,0.9571428571428572,0.042857142857142816
89,6,15,3.0,4.0,3.8153846153846156,4.0,0.9285714285714286,0.0714285714285714
89,7,16,4.0,4.0,4.296875,5.0,0.9142857142857143,0.08571428571428574
89,8,17,4.0,5.0,4.765625,5.0,0.9142857142857143,0.08571428571428574
89,9,18,5.0,5.0,5.365079365079365,6.0,0.9,0.09999999999999998
89,10,19,,,,,0.0,1.0
90,1,3,1.0,1.0,1.0,1.0,1.0,0.0
90,2,9,2.0,2.0,2.232876712328767,2.0,0.9733333333333334,0.026666666666666616
90,3,11,3.0,3.0,2.9577464788732395,3.0,0.9466666666666667,0.053333333333333344
90,4,12,3.0,3.0,3.2253521126760565,3.5,0.9466666666666667,0.053333333333333344
90,5,14,4.0,4.0,4.0588235294117645,4.0,0.9066666666666666,0.09333333333333338
90,6,15,4.0,4.0,4.485294117647059,5.0,0.9066666666666666,0.09333333333333338
90,7,16,5.0,5.0,4.984615384615385,5.0,0.8666666666666667,0.1333333333333333
90,8,17,5.0,6.0,5.630769230769231,6.0,0.8666666666666667,0.1333333333333333
90,9,18,6.0,6.0,6.290322580645161,7.0,0.8266666666666667,0.17333333333333334
90,10,19,,,,,0.0,1.0
91,1,3,1.0,1.0,1.0,1.0,1.0,0.0
91,2,5,1.0,1.0,1.2153846153846153,1.0,0.9701492537313433,0.02985074626865669
91,3,6,1.0,1.0,1.4923076923076923,2.0,0.9701492537313433,0.02985074626865669
91,4,8,2.0,2.0,2.129032258064516,2.0,0.9253731343283582,0.07462686567164178
91,5,9,2.0,2.0,2.2580645161290325,2.75,0.9253731343283582,0.07462686567164178
91,6,12,2.0,3.0,2.8983050847457625,3.0,0.8805970149253731,0.11940298507462688
91,7,15,3.0,3.0,3.6842105263157894,4.0,0.8507462686567164,0.14925373134328357
91,8,17,4.0,4.0,4.472727272727273,5.0,0.8208955223880597,0.17910447761194026
91,9,18,4.0,5.0,4.87037037037037,5.75,0.8059701492537313,0.19402985074626866
91,10,19,,,,,0.0,1.0
92,1,3,1.0,1.0,1.0,1.0,1.0,0.0
92,2,6,1.0,1.5,1.5,2.0,0.9863013698630136,0.013698630136986356
92,3,9,2.0,2.0,2.1714285714285713,2.0,0.958904109589041,0.04109589041095896
92,4,10,2.0,2.0,2.3088235294117645,3.0,0.9315068493150684,0.06849315068493156
92,5,12,3.0,3.0,2.8970588235294117,3.0,0.9315068493150684,0.06849315068493156
92,6,15,3.0,4.0,3.8805970149253732,5.0,0.9178082191780822,0.0821917808219178
92,7,16,4.0,4.0,4.296875,5.0,0.8767123287671232,0.12328767123287676
92,8,17,4.0,5.0,4.796875,5.0,0.8767123287671232,0.12328767123287676
92,9,18,5.0,5.0,5.360655737704918,6.0,0.8356164383561644,0.1643835616438356
92,10,19,,,,,0.0,1.0
93,1,3,1.0,1.0,1.0,1.0,1.0,0.0
93,2,5,1.0,1.0,1.1973684210526316,1.0,0.9743589743589743,0.02564102564102566
93,3,9,2.0,2.0,2.191780821917808,2.0,0.9358974358974359,0.0641025641025641
93,4,10,2.0,2.0,2.3943661971830985,3.0,0.9102564102564102,0.08974358974358976
93,5,13,3.0,3.0,3.373134328358209,4.0,0.8589743589743589,0.14102564102564108
93,6,14,3.0,4.0,3.626865671641791,4.0,0.8589743589743589,0.14102564102564108
93,7,15,3.0,4.0,3.9393939393939394,5.0,0.8461538461538461,0.15384615384615385
93,8,17,4.0,4.5,4.75,6.0,0.7692307692307693,0.23076923076923073
93,9,18,4.0,5.0,5.245614035087719,6.0,0.7307692307692307,0.2692307692307693
93,10,19,,,,,0.0,1.0
94,1,3,1.0,1.0,1.0,1.0,1.0,0.0
94,2,8,2.0,2.0,2.096774193548387,2.0,0.96875,0.03125
94,3,9,2.0,2.0,2.274193548387097,3.0,0.96875,0.03125
94,4,11,3.0,3.0,2.95,3.0,0.9375,0.0625
94,5,12,3.0,3.0,3.2333333333333334,4.0,0.9375,0.0625
94,6,14,4.0,4.0,4.035087719298246,4.0,0.890625,0.109375
94,7,16,5.0,5.0,5.092592592592593,5.75,0.84375,0.15625
94,8,17,5.0,6.0,5.773584905660377,6.0,0.828125,0.171875
94,9,18,6.0,6.0,6.489795918367347,7.0,0.765625,0.234375
94,10,19,,,,,0.0,1.0
95,1,3,1.0,1.0,1.0,1.0,1.0,0.0
95,2,5,1.0,1.0,1.2380952380952381,1.0,0.9692307692307692,0.03076923076923077
95,3,8,2.0,2.0,2.1,2.0,0.9230769230769231,0.07692307692307687
95,4,9,2.0,2.0,2.283333333333333,3.0,0.9230769230769231,0.07692307692307687
95,5,12,3.0,3.0,3.189655172413793,3.75,0.8923076923076924,0.10769230769230764
95,6,14,4.0,4.0,4.055555555555555,4.0,0.8307692307692308,0.16923076923076918
95,7,15,4.0,5.0,4.60377358490566,5.0,0.8153846153846154,0.18461538461538463
95,8,17,5.0,6.0,5.851063829787234,6.0,0.7230769230769231,0.27692307692307694
95,9,18,6.0,6.0,6.534883720930233,7.0,0.6615384615384615,0.3384615384615385
95,10,19,,,,,0.0,1.0
96,1,3,1.0,1.0,1.0,1.0,1.0,0.0
96,2,5,1.0,1.0,1.2954545454545454,2.0,0.9777777777777777,0.022222222222222254
96,3,6,1.0,2.0,1.6818181818181819,2.0,0.9777777777777777,0.022222222222222254
96,4,9,2.0,2.0,2.4285714285714284,3.0,0.9333333333333333,0.06666666666666665
96,5,11,3.0,3.0,3.05,3.0,0.8888888888888888,0.11111111111111116
96,6,13,3.25,4.0,3.763157894736842,4.0,0.8444444444444444,0.15555555555555556
96,7,15,4.0,5.0,4.7368421052631575,5.0,0.8444444444444444,0.15555555555555556
96,8,16,5.0,5.0,5.277777777777778,6.0,0.8,0.19999999999999996
96,9,18,6.0,7.0,6.606060606060606,7.0,0.7333333333333333,0.2666666666666667
96,10,19,,,,,0.0,1.0
97,1,3,1.0,1.0,1.0,1.0,1.0,0.0
97,2,6,1.0,1.0,1.3968253968253967,2.0,0.984375,0.015625
97,3,9,2.0,2.0,2.193548387096774,2.0,0.96875,0.03125
97,4,11,2.0,2.0,2.4833333333333334,3.0,0.9375,0.0625
97,5,13,3.0,3.0,3.2203389830508473,3.0,0.921875,0.078125
97,6,15,3.0,3.0,3.542372881355932,4.0,0.921875,0.078125
97,7,16,4.0,4.0,3.896551724137931,4.0,0.90625,0.09375
97,8,17,4.0,4.0,4.448275862068965,5.0,0.90625,0.09375
97,9,18,5.0,5.0,4.9655172413793105,5.0,0.90625,0.09375
97,10,19,,,,,0.0,1.0
98,1,3,1.0,1.0,1.0,1.0,1.0,0.0
98,2,5,1.0,1.0,1.1833333333333333,1.0,0.967741935483871,0.032258064516129004
98,3,9,2.0,2.0,2.2241379310344827,2.0,0.9354838709677419,0.06451612903225812
98,4,10,2.0,2.0,2.462962962962963,3.0,0.8709677419354839,0.12903225806451613
98,5,13,3.0,3.0,3.4038461538461537,4.0,0.8387096774193549,0.16129032258064513
98,6,14,3.0,4.0,3.7884615384615383,4.0,0.8387096774193549,0.16129032258064513
98,7,15,3.25,4.0,4.12,5.0,0.8064516129032258,0.19354838709677424
98,8,17,4.0,5.0,5.108695652173913,6.0,0.7419354838709677,0.25806451612903225
98,9,18,5.0,6.0,5.6976744186046515,7.0,0.6935483870967742,0.30645161290322576
98,10,19,,,,,0.0,1.0
99,1,3,1.0,1.0,1.0,1.0,1.0,0.0
99,2,5,1.0,1.0,1.2567567567567568,1.75,0.9736842105263158,0.02631578947368418
99,3,6,1.0,2.0,1.5945945945945945,2.0,0.9736842105263158,0.02631578947368418
99,4,8,2.0,2.0,2.1267605633802815,2.0,0.9342105263157895,0.06578947368421051
99,5,11,2.0,3.0,2.8840579710144927,3.0,0.9078947368421053,0.09210526315789469
99,6,14,3.0,4.0,3.91044776119403,4.0,0.881578947368421,0.11842105263157898
99,7,15,4.0,4.0,4.343283582089552,5.0,0.881578947368421,0.11842105263157898
99,8,16,4.0,5.0,4.815384615384615,5.0,0.8552631578947368,0.14473684210526316
99,9,18,5.0,6.0,5.868852459016393,7.0,0.8026315789473685,0.19736842105263153
99,10,19,,,,,0.0,1.0
